title,location,posting_date,apply_url,description
Careers at PPG,you,,https://www.ppg.com/en-US/en-US/about-ppg/careers-at-ppg/en-US/about-ppg/careers-at-ppg,"At PPG, our purpose is clear — We protect and beautify the world. As a global leader in paints, coatings, and specialty products, we are driven by a shared passion for creating solutions that have a positive impact."
